fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
NF,,,,,36.06871474833867,129.36303124204446,878.5080180733765,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.36359942386264,865.0380966426671,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.36416760568082,851.3840187008288,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.34200851477172,857.1891667681577,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.3425766965899,871.0841419683554,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.34314487840808,884.8123425528306,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.34371306022626,898.3509976675979,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.34428124204445,911.6734052016863,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34484942386263,924.7481636998463,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3454176056808,937.538259999709,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.345985787499,949.9999999997754,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34655396931717,962.0817819186552,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34712215113535,973.7227354579111,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34769033295353,984.8512936105428,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34825851477171,995.3838356037792,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3488266965899,1005.2236486065522,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34939487840808,1014.2606050111484,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.34996306022626,1022.3721246587025,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35053124204444,1029.4261309448,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35109942386262,1035.286700690516,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3516676056808,1039.8227837889267,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35223578749898,1042.919594870651,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35280396931716,1044.491124957995,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35337215113537,1044.491124957995,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35394033295356,1042.919594870651,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35450851477174,1039.8227837889267,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35507669658992,1035.286700690516,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3556448784081,1029.4261309448,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35621306022628,1022.3721246587025,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35678124204446,1014.2606050111484,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35734942386264,1005.2236486065522,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35791760568083,995.3838356037792,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.358485787499,984.8512936105428,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3590539693172,973.7227354579111,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.35962215113537,962.0817819186552,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.36019033295355,949.9999999997754,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.36075851477173,937.538259999709,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069165198789115,129.3613266965899,924.7481636998463,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.3618948784081,911.6734052016863,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.36246306022628,898.3509976675979,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.36303124204446,884.8123425528306,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.36359942386264,871.0841419683554,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069165198789115,129.36416760568082,857.1891667681577,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.34200851477172,862.6364144039674,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.3425766965899,876.765467238114,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.34314487840808,890.7457665412874,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.34371306022626,904.5561946609215,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.34428124204445,918.1717778981445,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34484942386263,931.56286603432,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3454176056808,944.6941315420224,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.345985787499,957.5233588462302,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34655396931717,969.9999999997736,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34712215113535,982.0634910031083,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34769033295353,993.6413622690859,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34825851477171,1004.6472517794463,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3488266965899,1014.9790591115544,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34939487840808,1024.517680788273,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.34996306022626,1033.1270435230283,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35053124204444,1040.6564519361946,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35109942386262,1046.94643919687,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3516676056808,1051.839066896058,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35223578749898,1055.1926273261538,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35280396931716,1056.8988758886508,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35337215113537,1056.8988758886508,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35394033295356,1055.1926273261538,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35450851477174,1051.839066896058,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35507669658992,1046.94643919687,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3556448784081,1040.6564519361946,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35621306022628,1033.1270435230283,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35678124204446,1024.517680788273,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35734942386264,1014.9790591115544,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35791760568083,1004.6472517794463,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.358485787499,993.6413622690859,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3590539693172,982.0634910031083,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.35962215113537,969.9999999997736,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.36019033295355,957.5233588462302,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.36075851477173,944.6941315420224,,,,,16.0,342.0,,,,,20,
D1,,,,,36.069615649239566,129.3613266965899,931.56286603432,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.3618948784081,918.1717778981445,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.36246306022628,904.5561946609215,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.36303124204446,890.7457665412874,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.36359942386264,876.765467238114,,,,,16.0,342.0,,,,,20,
NF,,,,,36.069615649239566,129.36416760568082,862.6364144039674,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.34200851477172,867.7081599970364,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.3425766965899,882.0625199569289,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.34314487840808,896.2865512387054,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.34371306022626,910.3610520672698,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34428124204445,924.2631239398033,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34484942386263,937.9653211155976,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3454176056808,951.4345870491518,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.345985787499,964.6309290676501,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34655396931717,977.5057797459726,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34712215113535,989.999999999772,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34769033295353,1002.0415058339196,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34825851477171,1013.5425670999771,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3488266965899,1024.3969629716241,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34939487840808,1034.4774263060476,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.34996306022626,1043.6342056276094,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35053124204444,1051.6961080891476,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35109942386262,1058.4759012716881,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3516676056808,1063.7820124044763,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35223578749898,1067.4373611191838,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35280396931716,1069.3033674179965,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35337215113537,1069.3033674179965,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35394033295356,1067.4373611191838,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35450851477174,1063.7820124044763,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35507669658992,1058.4759012716881,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3556448784081,1051.6961080891476,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35621306022628,1043.6342056276094,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35678124204446,1034.4774263060476,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35734942386264,1024.3969629716241,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35791760568083,1013.5425670999771,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.358485787499,1002.0415058339196,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3590539693172,989.999999999772,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.35962215113537,977.5057797459726,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.36019033295355,964.6309290676501,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.36075851477173,951.4345870491518,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3613266965899,937.9653211155976,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07006609969002,129.3618948784081,924.2631239398033,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.36246306022628,910.3610520672698,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.36303124204446,896.2865512387054,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.36359942386264,882.0625199569289,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07006609969002,129.36416760568082,867.7081599970364,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.34200851477172,872.3869637512262,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.3425766965899,886.9557925728005,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.34314487840808,901.4128376067305,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.34371306022626,915.7410428022293,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34428124204445,929.919901867943,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34484942386263,943.9246057786162,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3454176056808,957.7249515467784,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.345985787499,971.283944290868,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34655396931717,984.5560104481149,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34712215113535,997.4847299888697,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34769033295353,1009.9999999997701,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34825851477171,1022.0145824196494,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3488266965899,1033.4201056514491,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34939487840808,1044.0828521622618,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.34996306022626,1053.8401688654028,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35053124204444,1062.4991674807347,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35109942386262,1069.8404628602032,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3516676056808,1075.6304911477116,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35223578749898,1079.6451587403694,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07051655014047,129.35280396931716,1081.7035742050484,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07051655014047,129.35337215113537,1081.7035742050484,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35394033295356,1079.6451587403694,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35450851477174,1075.6304911477116,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35507669658992,1069.8404628602032,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3556448784081,1062.4991674807347,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35621306022628,1053.8401688654028,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35678124204446,1044.0828521622618,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35734942386264,1033.4201056514491,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35791760568083,1022.0145824196494,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.358485787499,1009.9999999997701,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3590539693172,997.4847299888697,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.35962215113537,984.5560104481149,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.36019033295355,971.283944290868,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.36075851477173,957.7249515467784,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3613266965899,943.9246057786162,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07051655014047,129.3618948784081,929.919901867943,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.36246306022628,915.7410428022293,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.36303124204446,901.4128376067305,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.36359942386264,886.9557925728005,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07051655014047,129.36416760568082,872.3869637512262,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.34200851477172,876.6557675650184,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.3425766965899,891.4260754170074,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.34314487840808,906.102935239408,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34371306022626,920.6716164153901,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34428124204445,935.1142689085566,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34484942386263,949.4091010142945,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3454176056808,963.5293036508798,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.345985787499,977.4416362659679,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34655396931717,991.1045626088023,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34712215113535,1004.4657939988301,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34769033295353,1017.459069990004,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34825851477171,1029.9999999997685,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3488266965899,1041.9808482176882,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34939487840808,1053.264359753051,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.34996306022626,1063.677267610567,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35053124204444,1073.005236043694,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35109942386262,1080.9928731660448,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.3516676056808,1087.354690017798,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35223578749898,1091.803516954303,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35280396931716,1094.097991120624,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35337215113537,1094.097991120624,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35394033295356,1091.803516954303,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35450851477174,1087.354690017798,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07096700059092,129.35507669658992,1080.9928731660448,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3556448784081,1073.005236043694,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35621306022628,1063.677267610567,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35678124204446,1053.264359753051,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35734942386264,1041.9808482176882,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35791760568083,1029.9999999997685,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.358485787499,1017.459069990004,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3590539693172,1004.4657939988301,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.35962215113537,991.1045626088023,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.36019033295355,977.4416362659679,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.36075851477173,963.5293036508798,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3613266965899,949.4091010142945,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.3618948784081,935.1142689085566,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07096700059092,129.36246306022628,920.6716164153901,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.36303124204446,906.102935239408,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.36359942386264,891.4260754170074,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07096700059092,129.36416760568082,876.6557675650184,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.34200851477172,880.4981372213364,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.3425766965899,895.4547412901999,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.34314487840808,910.3356557238011,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34371306022626,925.1285872520396,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34428124204445,939.8185283193342,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34484942386263,954.3869988690893,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.3454176056808,968.8110342124727,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.345985787499,983.0618223132719,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34655396931717,997.1028550399774,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34712215113535,1010.8874055315812,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34769033295353,1024.3550775029835,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34825851477171,1037.427100443686,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.3488266965899,1049.9999999997667,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34939487840808,1061.9373483205877,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.34996306022626,1073.0597186225366,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35053124204444,1083.134189163868,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35109942386262,1091.8674706328306,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.3516676056808,1098.9113580511882,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35223578749898,1103.8936702733556,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35280396931716,1106.4843159958928,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35337215113537,1106.4843159958928,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35394033295356,1103.8936702733556,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35450851477174,1098.9113580511882,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.35507669658992,1091.8674706328306,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07141745104137,129.3556448784081,1083.134189163868,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.35621306022628,1073.0597186225366,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.35678124204446,1061.9373483205877,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.35734942386264,1049.9999999997667,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.35791760568083,1037.427100443686,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.358485787499,1024.3550775029835,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.3590539693172,1010.8874055315812,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.35962215113537,997.1028550399774,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.36019033295355,983.0618223132719,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.36075851477173,968.8110342124727,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.3613266965899,954.3869988690893,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.3618948784081,939.8185283193342,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07141745104137,129.36246306022628,925.1285872520396,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.36303124204446,910.3356557238011,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.36359942386264,895.4547412901999,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07141745104137,129.36416760568082,880.4981372213364,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07186790149182,129.34200851477172,883.8985217839904,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07186790149182,129.3425766965899,899.0240560876509,,,,,16.0,342.0,,,,,20,
NF,,,,,36.07186790149182,129.34314487840808,914.0906847333046,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34371306022626,929.0885794999222,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34428124204445,944.0056594039089,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34484942386263,958.8269282530839,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.3454176056808,973.5335739823298,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.345985787499,988.101729244081,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34655396931717,1002.5007452058646,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34712215113535,1016.6907596494739,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34769033295353,1030.6192365990362,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34825851477171,1044.216008905094,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.3488266965899,1057.3861710373767,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.34939487840808,1069.999999999765,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.34996306022626,1081.8791328871143,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35053124204444,1092.7790974030856,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35109942386262,1102.3713765402167,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.3516676056808,1110.2357657952487,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35223578749898,1115.8862031243573,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35280396931716,1118.858842958296,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35337215113537,1118.858842958296,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35394033295356,1115.8862031243573,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35450851477174,1110.2357657952487,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35507669658992,1102.3713765402167,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.3556448784081,1092.7790974030856,,,,,16.0,342.0,,,,,20,
C1,,,,,36.07186790149182,129.35621306022628,1081.8791328871143,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.35678124204446,1069.999999999765,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.35734942386264,1057.3861710373767,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.35791760568083,1044.216008905094,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.358485787499,1030.6192365990362,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.3590539693172,1016.6907596494739,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.35962215113537,1002.5007452058646,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.36019033295355,988.101729244081,,,,,16.0,342.0,,,,,20,
D1,,,,,36.07186790149182,129.36075851477173,973.5335739823298,,,,,16.0,342.0,,,,,20,
